campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
9229,2023-01-20,39,9,600,403,138.21,13,284
9235,2023-01-12,81,2,602,401,113.02,19,6600
9236,2023-01-12,29,13,600,401,104.4,12,168
9245,2023-01-03,94,10,600,402,78.3,11,281
9246,2023-01-10,3,1,602,400,186.72,42,6330
9249,2023-01-26,8,9,604,402,62.36,28,5056
9259,2023-01-16,41,12,604,401,83.78,48,9856
9261,2023-01-12,93,5,603,403,95.82,36,6138
9263,2023-01-02,5,4,600,402,75.71,15,161
9268,2023-01-07,19,4,600,403,144.25,13,228
9290,2023-01-29,84,5,603,400,126.89,29,3087
9308,2023-01-01,16,8,600,402,82.49,7,223
9314,2023-01-13,9,6,602,400,83.59,37,4991
9318,2023-01-28,93,5,600,400,98.43,9,284
9330,2023-01-19,21,15,600,403,67.21,18,264
9334,2023-01-03,41,11,603,400,173.56,42,4357
9336,2023-01-15,12,4,600,400,61.05,8,283
9341,2023-01-21,64,8,600,401,100.73,11,210
9355,2023-01-21,49,13,602,401,179.94,28,2132
9361,2023-01-15,44,1,603,401,143.85,55,2856
9362,2023-01-26,65,1,602,401,181.31,21,2303
9379,2023-01-14,98,10,600,401,75.9,23,303
9381,2023-01-04,31,4,600,403,89.74,6,288
9385,2023-01-06,24,5,603,401,78.74,24,4737
9386,2023-01-23,15,8,604,403,111.94,13,7098
9392,2023-01-01,28,7,600,403,182.15,5,273
9394,2023-01-03,86,5,603,400,153.77,46,5560
9398,2023-01-19,18,7,603,402,74.75,40,7939
9403,2023-01-14,75,2,603,400,179.45,53,5650
9407,2023-01-29,4,12,602,401,166.76,42,4671
9409,2023-01-21,48,2,600,403,153.52,12,347
9412,2023-01-24,56,11,600,401,145.6,18,221
9430,2023-01-13,4,10,600,400,164.54,12,298
9432,2023-01-26,66,2,603,401,76.16,30,4770
9444,2023-01-10,87,13,600,401,111.1,18,123
9453,2023-01-26,1,7,600,402,98.97,20,167
9455,2023-01-18,90,11,600,400,130.42,22,191
9463,2023-01-26,90,13,603,401,180.27,46,5040
9472,2023-01-25,11,4,600,403,112.04,18,191
9478,2023-01-17,87,5,603,402,74.08,45,2086
9483,2023-01-26,90,7,600,402,100.99,20,294
9488,2023-01-16,42,1,600,400,71.82,23,150
9494,2023-01-24,6,11,600,403,93.96,18,343
9495,2023-01-06,69,15,602,401,133.72,12,6303
9497,2023-01-20,98,15,604,401,183.31,39,6094
9498,2023-01-05,43,12,600,403,188.83,13,212
9512,2023-01-12,27,10,600,403,190.35,13,183
9517,2023-01-06,90,14,603,403,142.13,24,7466
9523,2023-01-03,16,11,600,400,81.36,21,313
9524,2023-01-22,51,2,603,402,97.64,50,4941
9530,2023-01-16,54,9,604,403,58.03,40,4639
9534,2023-01-01,84,9,600,400,164.48,15,176
9545,2023-01-16,48,4,600,401,175.1,23,127
9551,2023-01-04,84,7,600,402,138.34,13,232
9575,2023-01-12,85,2,600,400,78.64,22,351
9587,2023-01-16,84,12,602,403,169.82,45,5417
9598,2023-01-22,74,3,600,401,159.94,19,310
9599,2023-01-11,4,2,603,402,85.38,16,689
9603,2023-01-12,54,4,604,400,188.6,34,7674
9610,2023-01-21,71,6,600,401,135.81,17,293
9622,2023-01-02,99,7,600,402,128.78,5,221
9633,2023-01-07,15,5,600,400,141.61,13,324
9635,2023-01-08,100,4,600,400,120.56,12,292
9643,2023-01-14,81,15,600,400,145.54,6,164
9651,2023-02-12,71,9,604,402,75.43,27,5304
9657,2023-02-06,15,13,603,401,82.25,22,2808
9659,2023-02-13,11,15,602,403,107.09,50,9087
9667,2023-02-26,3,7,600,401,185.68,6,221
9669,2023-02-04,95,12,603,403,74.69,45,7365
9682,2023-02-13,2,12,600,402,130.69,7,158
9683,2023-02-05,43,9,603,400,108.23,33,9232
9689,2023-02-27,28,7,604,401,153.11,49,1119
9691,2023-02-23,64,6,604,403,74.42,19,3902
9701,2023-02-18,20,10,600,403,154.67,21,146
9706,2023-02-10,53,4,600,400,93.87,5,237
9712,2023-02-13,62,15,600,403,65.86,14,158
9717,2023-02-02,96,4,604,400,121.55,40,290
9719,2023-02-17,72,2,603,403,81.31,29,9989
9723,2023-02-07,79,9,600,402,84.79,16,277
9734,2023-02-04,83,14,600,401,84.49,13,144
9736,2023-02-01,75,14,600,400,114.12,18,150
9738,2023-02-23,51,15,603,402,163.85,28,6632
9751,2023-02-22,18,7,602,402,55.96,14,4667
9755,2023-02-14,14,1,600,402,81.56,21,319
9760,2023-02-08,8,9,602,401,100.85,26,2930
9780,2023-02-21,12,15,600,401,169.8,13,324
9792,2023-02-10,68,6,600,403,71.4,22,153
9794,2023-02-04,43,4,604,401,164.74,47,8502
9795,2023-02-01,29,10,602,403,50.05,28,6994
9799,2023-02-08,34,9,600,400,103.81,13,217
9807,2023-02-12,80,15,602,403,67.61,15,1604
9827,2023-02-10,98,1,600,402,96.68,11,207
9835,2023-02-08,67,13,604,400,144.26,54,8645
9839,2023-02-17,36,2,603,400,97.45,14,3310
9840,2023-02-18,94,9,604,403,130.62,53,1791
9847,2023-02-12,44,7,602,403,114.17,31,3232
9850,2023-02-22,26,9,603,403,161.69,49,1962
9852,2023-02-17,35,13,600,402,131.54,7,240
9859,2023-02-08,19,8,602,400,182.61,29,9864
9866,2023-02-14,38,5,600,400,146.84,20,315
9868,2023-02-23,90,5,602,403,115.71,50,9255
9878,2023-02-25,49,6,600,400,75.0,13,202
9881,2023-02-21,26,13,600,400,51.78,12,317
9888,2023-02-23,31,2,604,401,78.53,33,1615
9890,2023-02-19,10,13,602,400,66.83,17,4024
9892,2023-02-04,30,7,600,402,114.16,20,264
9903,2023-02-24,57,13,600,401,128.82,19,338
9914,2023-02-03,19,15,602,401,180.24,40,6989
9925,2023-02-01,90,14,600,403,127.66,8,132
9945,2023-02-05,23,5,602,403,142.82,53,4759
9949,2023-02-25,44,8,600,400,96.69,18,330
9954,2023-02-26,44,7,600,403,74.35,16,161
9957,2023-02-11,68,10,600,402,102.19,13,220
9962,2023-02-15,41,4,600,402,137.04,9,160
9980,2023-02-17,1,11,600,403,168.27,11,243
9982,2023-02-26,27,1,600,402,169.91,9,318
9993,2023-02-01,26,15,603,403,57.85,46,8976
9996,2023-02-26,8,10,603,400,57.85,53,1331
10003,2023-02-01,86,14,602,400,182.56,30,5218
10008,2023-02-17,45,8,604,402,54.36,54,5697
10015,2023-02-06,74,1,600,401,140.05,22,173
10029,2023-02-23,51,3,600,401,86.94,10,228
10031,2023-02-24,56,7,603,402,160.45,17,7976
10051,2023-02-06,85,10,600,403,125.14,22,122
10052,2023-02-25,49,11,600,402,118.95,22,147
10057,2023-02-12,16,7,603,403,158.77,48,6655
10066,2023-02-13,85,6,600,403,163.19,23,301
10087,2023-02-09,79,11,603,400,51.82,14,2238
10098,2023-02-22,4,13,600,400,130.64,23,132
10109,2023-02-06,31,2,603,402,163.57,55,5863
10114,2023-02-01,72,9,600,401,155.87,19,230
10123,2023-02-13,99,8,600,401,97.41,18,235
10126,2023-02-10,10,10,600,402,95.03,5,290
10137,2023-02-02,36,10,604,401,170.42,13,574
10148,2023-02-25,63,14,604,402,139.45,51,6240
10167,2023-02-05,14,11,600,400,62.85,7,323
10176,2023-02-18,49,13,603,403,72.02,54,8446
10181,2023-02-11,31,14,603,400,115.2,22,6127
10184,2023-02-12,51,14,600,402,108.25,12,281
10191,2023-02-05,63,4,602,402,140.65,36,2513
10212,2023-02-04,89,6,600,401,125.91,10,324
10213,2023-02-06,70,7,600,401,121.87,23,254
10216,2023-02-11,47,1,604,401,161.16,52,6129
10222,2023-02-08,49,4,603,403,95.2,55,1491
10232,2023-02-17,17,15,600,400,62.21,22,334
10243,2023-02-17,83,13,604,403,174.49,52,9428
10246,2023-02-12,36,8,600,403,176.15,5,352
10250,2023-02-01,87,10,600,401,88.13,9,345
10260,2023-02-08,42,1,600,403,108.97,22,243
10264,2023-02-23,92,10,600,403,168.55,20,291
10269,2023-02-27,18,15,602,400,123.88,24,2722
10279,2023-02-27,19,9,603,403,73.91,45,5926
10286,2023-02-13,5,5,600,402,90.7,22,194
10288,2023-02-11,59,5,604,400,118.15,28,9848
10293,2023-02-23,38,4,603,402,93.95,35,867
10294,2023-02-04,61,15,600,400,87.86,10,141
10299,2023-02-06,36,3,600,401,183.16,17,136
10310,2023-02-05,21,4,600,400,180.17,18,318
10314,2023-02-12,20,15,603,402,110.9,30,459
10320,2023-02-04,12,13,603,402,187.82,36,8242
10328,2023-02-24,64,12,600,400,125.44,13,164
10334,2023-02-15,35,11,600,403,67.0,18,202
10341,2023-02-01,25,13,604,401,112.74,52,3162
10353,2023-02-12,80,9,603,400,79.85,29,2410
10367,2023-02-26,91,14,603,403,116.1,48,3074
10372,2023-02-12,19,7,600,400,114.87,14,176
10375,2023-02-27,47,11,602,402,79.37,30,4974
10383,2023-02-21,94,7,600,400,54.64,7,360
10389,2023-02-16,93,3,600,401,52.87,11,171
10393,2023-02-02,59,14,604,401,184.88,14,4222
10398,2023-02-07,63,5,602,402,121.83,19,7698
10419,2023-03-23,15,4,604,400,126.47,25,893
10421,2023-03-26,82,5,603,401,102.66,30,7509
10422,2023-03-21,60,10,603,400,63.13,51,3064
10424,2023-03-24,21,3,602,400,173.36,53,1131
10425,2023-03-13,79,5,602,403,139.1,37,8334
10427,2023-03-04,75,2,603,403,134.05,36,7072
10428,2023-03-24,63,13,604,401,67.0,45,1754
10437,2023-03-23,92,12,600,403,177.65,20,253
10440,2023-03-26,43,14,600,400,70.1,11,181
10443,2023-03-16,93,7,600,400,115.74,13,205
10447,2023-03-13,63,13,600,400,66.58,17,309
10449,2023-03-10,26,4,603,401,164.61,13,9429
10466,2023-03-13,8,13,603,402,65.44,28,6912
10468,2023-03-27,87,10,603,401,151.23,51,9156
10469,2023-03-03,19,6,600,401,158.1,8,125
10475,2023-03-02,84,14,604,400,68.56,17,5422
10476,2023-03-07,88,11,600,402,85.86,14,354
10487,2023-03-08,84,9,600,401,96.59,8,196
10488,2023-03-14,26,2,602,400,185.02,40,5163
10490,2023-03-28,48,10,602,401,131.42,18,5916
10492,2023-03-09,64,3,603,400,130.84,37,4043
10494,2023-03-13,8,5,600,400,112.71,20,130
10495,2023-03-21,60,4,602,401,56.12,34,7963
10511,2023-03-22,79,5,600,401,166.04,12,187
10516,2023-03-07,73,4,604,400,123.91,18,9672
10522,2023-03-26,92,11,600,403,62.52,15,167
10535,2023-03-06,66,3,602,400,66.6,35,3212
10545,2023-03-13,21,1,600,402,83.96,23,137
10554,2023-03-28,28,3,600,403,66.28,16,174
10555,2023-03-15,5,14,602,401,150.59,38,8470
10563,2023-03-07,18,13,602,400,72.77,48,1760
10565,2023-03-06,47,1,600,401,117.27,6,234
10568,2023-03-12,23,6,600,402,89.25,16,148
10577,2023-03-06,33,5,602,400,100.55,28,3279
10578,2023-03-05,74,11,600,401,126.54,20,226
10586,2023-03-18,98,9,600,402,115.21,22,313
10589,2023-03-27,25,15,602,400,66.46,22,2203
10596,2023-03-18,30,2,600,403,177.0,17,127
10600,2023-03-21,42,9,604,403,128.75,31,5691
10610,2023-03-26,24,11,602,403,164.75,43,3140
10615,2023-03-01,90,14,600,401,102.76,14,158
10621,2023-03-19,100,13,600,400,80.21,11,203
10629,2023-03-11,18,9,602,400,187.68,38,6262
10637,2023-03-26,60,8,604,400,174.74,27,9071
10652,2023-03-18,56,15,600,401,178.79,10,155
10686,2023-03-02,25,1,603,401,65.02,30,8834
10687,2023-03-17,25,4,602,402,124.63,53,6340
10692,2023-03-22,2,3,600,402,174.3,11,227
10698,2023-03-10,94,2,600,401,81.31,14,128
10699,2023-03-21,89,5,600,402,165.65,15,301
10705,2023-03-28,79,5,600,401,66.93,8,279
10706,2023-03-09,36,5,604,402,59.08,34,8488
10709,2023-03-08,54,3,600,400,65.93,7,212
10715,2023-03-05,42,8,600,403,95.6,11,267
10716,2023-03-28,53,11,600,403,184.84,8,236
10725,2023-03-11,45,1,602,402,152.29,36,1584
10738,2023-03-02,10,5,602,402,110.21,24,8099
10743,2023-03-03,27,12,600,402,159.63,11,210
10756,2023-03-03,85,14,603,403,131.6,25,1053
10764,2023-03-19,92,10,603,400,136.01,44,1877
10765,2023-03-18,72,8,602,403,144.08,50,1605
10766,2023-03-26,14,3,600,403,147.41,6,129
10768,2023-03-13,62,12,600,402,63.22,7,178
10772,2023-03-09,60,12,604,400,51.7,26,2202
10774,2023-03-02,62,1,604,401,149.74,18,8555
10776,2023-03-18,53,8,600,400,63.44,8,241
10788,2023-03-14,22,8,604,401,51.06,24,6119
10791,2023-03-07,14,6,603,402,144.08,35,3107
10798,2023-03-21,37,4,600,401,66.46,18,268
10800,2023-03-10,36,6,600,403,158.58,23,195
10824,2023-03-16,100,15,602,402,138.08,41,6806
10834,2023-03-25,92,11,602,403,136.54,20,9203
10840,2023-03-21,97,6,600,401,65.72,16,262
10855,2023-03-25,25,12,600,400,84.45,11,266
10856,2023-03-23,80,11,604,403,146.9,43,2415
10861,2023-03-08,1,11,600,402,167.75,16,275
10866,2023-03-10,49,4,604,400,166.0,51,4609
10870,2023-03-16,80,2,600,400,141.39,6,134
10878,2023-03-17,55,15,604,401,112.9,44,7904
10886,2023-03-15,61,12,602,400,118.32,40,1076
10887,2023-03-03,30,13,602,401,54.74,41,2850
10898,2023-03-06,1,10,603,400,165.26,41,6227
10900,2023-03-06,91,10,604,403,87.54,38,1404
10901,2023-03-11,74,7,603,403,106.99,47,6622
10920,2023-03-08,67,7,604,401,86.55,41,8598
10922,2023-03-27,7,3,602,400,117.62,34,8919
10937,2023-03-11,70,8,600,400,99.97,13,142
10945,2023-03-02,25,1,600,402,62.05,14,288
10960,2023-03-20,98,14,600,403,63.37,7,176
10961,2023-03-25,64,4,600,403,163.42,15,257
10963,2023-03-27,51,4,602,401,135.08,29,719
10965,2023-03-15,45,11,600,400,170.37,10,254
10971,2023-03-29,74,2,603,402,163.46,34,4345
10972,2023-03-23,13,14,600,401,141.56,8,204
10976,2023-03-19,79,3,600,402,95.42,23,122
10977,2023-03-09,15,15,602,401,115.92,21,3080
10980,2023-03-04,22,15,600,403,114.02,7,298
10981,2023-03-19,61,15,602,402,156.41,30,1275
10987,2023-03-05,78,6,602,400,182.99,33,724
10994,2023-03-24,91,5,604,401,181.19,39,1672
11008,2023-03-19,63,3,603,401,121.6,55,9251
11014,2023-03-04,47,11,600,402,124.53,17,288
11018,2023-03-19,48,3,600,401,184.63,21,206
11022,2023-03-07,69,15,600,400,173.45,23,309
11023,2023-03-01,82,5,600,402,125.53,9,220
11025,2023-03-10,56,1,603,402,124.21,13,6618
11045,2023-03-04,29,7,604,401,124.74,35,9751
11060,2023-03-21,93,6,602,401,108.87,48,5049
11073,2023-03-27,45,14,603,401,190.01,55,5084
11074,2023-03-14,29,8,604,401,81.43,32,4360
11075,2023-03-10,80,7,604,403,154.52,44,1072
11083,2023-03-10,35,4,602,402,156.93,37,2964
11085,2023-03-06,26,6,603,400,110.14,16,3508
11089,2023-03-05,29,11,602,403,189.51,42,8868
11090,2023-03-10,2,9,604,403,157.73,40,4402
11097,2023-03-02,73,13,603,403,147.74,53,6303
11103,2023-03-07,97,4,600,401,119.89,17,136
11107,2023-03-13,1,14,603,403,57.47,29,7362
11109,2023-03-13,70,14,600,401,151.06,22,299
11120,2023-03-05,20,4,600,402,170.46,13,220
11144,2023-04-26,82,3,600,400,103.22,11,246
11150,2023-04-24,78,15,600,402,71.07,5,223
11158,2023-04-15,30,6,602,400,73.22,26,9078
11159,2023-04-18,48,2,604,400,57.83,26,5121
11160,2023-04-21,74,7,602,403,183.29,12,8955
11166,2023-04-25,77,4,603,401,50.25,23,7819
11170,2023-04-05,42,2,602,401,134.09,39,9612
11174,2023-04-22,96,12,600,401,84.77,7,176
11179,2023-04-08,58,10,602,403,103.57,55,7948
11187,2023-04-10,53,6,600,402,137.56,5,260
11188,2023-04-20,91,13,600,400,80.13,15,189
11190,2023-04-06,99,2,600,403,174.84,14,203
11195,2023-04-18,77,4,603,403,116.75,39,2996
11204,2023-04-16,21,10,602,403,188.69,16,4986
11207,2023-04-11,48,6,600,401,53.17,11,231
11212,2023-04-02,12,2,602,400,142.38,36,4372
11216,2023-04-16,64,10,600,401,125.62,22,184
11218,2023-04-29,41,14,600,402,169.83,9,314
11219,2023-04-14,41,1,604,402,97.78,14,604
11221,2023-04-09,54,7,600,400,153.75,5,337
11227,2023-04-17,71,6,600,403,79.79,6,215
11229,2023-04-20,24,1,603,401,134.42,27,4466
11238,2023-04-14,77,13,600,400,58.34,11,202
11246,2023-04-17,76,4,604,400,50.12,41,8892
11255,2023-04-09,46,4,600,400,102.57,17,335
11259,2023-04-17,96,14,600,402,102.1,21,202
11265,2023-04-25,1,12,600,402,151.59,15,240
11266,2023-04-29,48,8,603,400,59.09,12,3960
11282,2023-04-03,56,9,603,401,147.94,26,4944
11283,2023-04-11,85,2,604,403,99.44,44,6807
11286,2023-04-17,11,13,600,401,162.01,5,253
11296,2023-04-22,25,13,604,402,144.85,46,4836
11299,2023-04-11,45,14,604,400,52.64,38,1768
11301,2023-04-27,95,13,602,401,107.85,38,8376
11304,2023-04-20,84,12,600,402,169.39,17,266
11324,2023-04-15,95,9,603,402,121.03,34,8288
11327,2023-04-18,43,12,603,403,60.77,35,222
11333,2023-04-04,18,4,603,402,133.5,32,7814
11340,2023-04-14,99,9,600,402,63.51,22,141
11348,2023-04-28,15,3,600,401,140.25,17,126
11353,2023-04-10,57,6,600,403,136.72,17,238
11357,2023-04-02,18,6,603,401,57.35,35,1410
11359,2023-04-01,71,7,600,403,152.61,12,202
11369,2023-04-06,25,6,604,402,130.09,43,6862
11382,2023-04-27,65,10,603,403,159.99,48,9860
11384,2023-04-01,71,3,600,402,100.46,9,259
11385,2023-04-28,56,2,602,403,169.1,45,1027
11391,2023-04-20,47,15,604,402,130.22,16,6582
11394,2023-04-12,47,3,602,402,54.8,36,4783
11402,2023-04-14,31,3,600,402,120.27,10,197
11406,2023-04-15,3,4,600,401,184.12,22,239
11421,2023-04-11,11,14,600,400,81.69,18,316
11422,2023-04-17,58,7,600,400,56.53,14,242
11423,2023-04-19,76,3,603,403,131.33,25,5505
11432,2023-04-08,51,4,602,403,100.99,48,7904
11436,2023-04-27,45,12,602,401,128.18,14,2487
11442,2023-04-22,83,3,600,400,103.35,5,203
11451,2023-04-03,65,14,603,402,81.14,20,3376
11463,2023-04-25,33,11,600,402,190.02,7,247
11468,2023-04-26,10,8,600,402,189.94,21,267
11478,2023-04-09,62,14,604,401,110.86,18,7355
11487,2023-04-15,52,5,600,403,55.24,12,181
11495,2023-04-01,7,10,600,400,109.64,5,136
11507,2023-04-25,46,7,600,402,57.76,7,181
11513,2023-04-23,56,7,604,401,114.2,33,3801
11514,2023-04-29,42,10,600,403,74.78,19,331
11515,2023-04-10,96,4,603,401,56.11,53,4621
11526,2023-04-17,84,10,603,403,83.68,26,161
11527,2023-04-15,48,15,600,402,164.77,17,323
11532,2023-04-10,63,13,600,401,144.84,17,250
11536,2023-04-24,52,13,602,400,109.29,12,5750
11539,2023-04-07,68,12,600,401,56.98,6,154
11572,2023-04-08,34,7,600,401,66.58,19,338
11577,2023-04-20,28,3,604,403,93.8,39,1796
11604,2023-04-19,86,15,602,401,155.14,51,1039
11608,2023-04-12,75,4,603,400,112.6,33,324
11617,2023-04-19,29,9,600,401,82.7,15,167
11621,2023-04-23,2,13,600,402,128.06,5,352
11625,2023-04-18,73,7,602,401,183.57,38,3063
11631,2023-04-15,48,3,600,401,181.76,11,121
11636,2023-04-02,72,7,602,402,183.4,17,4035
11638,2023-04-23,71,15,602,400,106.11,13,1595
11640,2023-04-19,93,3,604,400,127.09,45,7852
11645,2023-04-14,3,8,600,403,69.02,15,202
11646,2023-04-22,13,9,600,403,108.3,10,273
11655,2023-04-21,10,6,603,400,63.42,37,9322
11658,2023-04-14,39,6,600,400,111.99,21,298
11659,2023-04-15,25,13,600,401,160.43,17,167
11665,2023-04-28,54,11,602,403,168.4,46,9133
11674,2023-04-18,12,7,600,402,62.68,10,232
11678,2023-04-21,37,13,600,403,127.97,6,126
11680,2023-04-29,82,5,602,401,74.25,21,8745
11688,2023-04-05,58,1,600,401,92.19,10,257
11707,2023-04-01,18,6,603,403,120.49,21,4605
11709,2023-04-29,31,7,602,401,133.31,45,5496
11715,2023-04-10,87,12,600,400,129.04,5,264
11733,2023-04-29,91,14,600,401,133.91,18,204
11742,2023-04-21,12,6,600,402,121.5,12,230
11750,2023-04-05,43,12,600,403,185.06,6,192
11768,2023-04-02,22,1,604,401,163.05,53,4547
11769,2023-04-20,23,4,604,402,136.07,54,715
11772,2023-04-01,83,13,600,402,169.23,8,287
11775,2023-04-04,99,5,604,401,182.84,41,7283
11776,2023-04-23,13,6,600,403,159.58,10,270
11788,2023-04-29,51,7,600,403,182.79,7,162
11792,2023-04-07,9,9,604,402,107.42,20,2896
11805,2023-04-11,36,4,600,400,158.31,22,314
11813,2023-04-22,23,3,600,400,99.28,8,135
11814,2023-04-23,36,13,600,403,177.47,13,201
11816,2023-04-16,81,7,602,400,81.4,23,4363
11818,2023-04-11,23,10,600,403,76.56,15,213
11832,2023-04-19,78,1,602,403,148.81,21,357
11833,2023-04-04,82,3,600,400,56.78,21,182
11834,2023-04-24,80,10,603,401,161.24,52,7808
11835,2023-04-07,42,3,600,403,60.25,7,196
11837,2023-04-14,26,1,600,402,157.01,14,250
11839,2023-04-22,61,8,603,403,60.16,45,4202
11842,2023-04-04,84,5,602,400,67.27,36,6715
11844,2023-04-12,27,8,600,400,147.39,15,221
11845,2023-04-04,72,9,602,400,77.42,30,4117
11852,2023-04-15,50,5,602,400,62.89,23,6280
11853,2023-04-17,44,13,604,401,117.69,23,9884
11856,2023-04-09,76,10,604,403,91.06,12,9607
11857,2023-04-18,11,8,602,403,148.38,38,4625
11862,2023-04-28,61,11,602,402,96.41,28,9404
11864,2023-04-16,34,1,603,400,136.76,40,8111
11865,2023-04-28,56,9,602,403,82.56,37,7474
11869,2023-05-04,64,3,600,402,103.8,10,253
11871,2023-05-15,85,7,600,402,87.41,12,226
11873,2023-05-05,11,6,602,400,99.76,33,2662
11878,2023-05-05,85,10,600,402,187.6,5,147
11881,2023-05-18,55,12,600,400,156.9,19,216
11890,2023-05-21,55,6,603,400,184.61,33,658
11898,2023-05-05,14,10,602,401,55.29,14,3076
11907,2023-05-29,15,11,602,402,70.12,20,6938
11909,2023-05-01,90,8,600,401,109.99,22,121
11914,2023-05-01,68,15,602,403,144.83,47,2306
11928,2023-05-07,62,6,604,402,132.7,39,1349
11935,2023-05-17,84,6,600,400,102.94,8,211
11937,2023-05-23,43,1,603,401,148.09,25,5396
11958,2023-05-12,78,14,600,401,126.92,20,254
11965,2023-05-24,50,13,603,402,60.38,36,2332
11984,2023-05-05,97,14,600,401,137.81,21,325
11995,2023-05-23,99,5,600,400,94.2,5,204
11998,2023-05-16,57,5,600,400,118.58,23,276
12001,2023-05-03,37,9,600,400,125.93,16,360
12005,2023-05-24,47,8,602,403,118.06,45,2910
12014,2023-05-12,46,6,600,403,56.45,17,154
12018,2023-05-20,75,3,600,400,75.55,15,315
12038,2023-05-27,74,9,602,401,121.95,19,7447
12042,2023-05-05,64,9,604,400,178.11,48,7977
12048,2023-05-29,1,5,600,400,112.88,16,356
12053,2023-05-28,26,14,602,400,115.62,40,6732
12058,2023-05-02,63,2,602,400,175.66,47,4522
12062,2023-05-17,87,3,603,400,145.57,34,9052
12063,2023-05-18,20,9,602,400,88.44,17,398
12067,2023-05-17,95,8,600,400,188.02,9,353
12068,2023-05-19,25,11,600,403,56.18,11,296
12079,2023-05-23,29,4,603,403,112.49,54,4519
12082,2023-05-14,79,15,600,400,61.43,15,216
12086,2023-05-12,80,14,600,403,132.91,21,180
12092,2023-05-14,99,15,604,403,101.46,28,6097
12094,2023-05-24,74,10,603,401,118.06,45,613
12102,2023-05-19,73,7,604,400,164.57,38,4709
12118,2023-05-15,4,11,604,401,151.18,49,8084
12131,2023-05-12,20,8,602,401,72.24,46,4610
12133,2023-05-28,61,7,600,401,126.78,15,165
12139,2023-05-15,80,14,600,401,186.79,10,164
12150,2023-05-07,39,3,602,403,74.16,22,6985
12157,2023-05-04,91,9,602,403,91.44,25,5487
12158,2023-05-06,30,1,600,400,185.99,22,269
12160,2023-05-29,73,10,600,402,141.32,15,152
12171,2023-05-25,65,11,603,402,128.92,14,5384
12172,2023-05-15,20,7,603,402,173.39,39,9962
12178,2023-05-01,21,7,602,403,119.63,33,5792
12182,2023-05-01,73,14,600,401,83.49,9,281
12183,2023-05-09,4,14,603,403,62.77,46,8809
12184,2023-05-03,23,10,602,400,69.15,31,4049
12194,2023-05-23,91,3,600,403,69.48,18,246
12195,2023-05-20,21,4,604,401,132.29,43,4394
12216,2023-05-29,63,5,602,400,188.19,48,122
12221,2023-05-07,33,6,603,401,131.68,32,8612
12236,2023-05-19,84,5,603,401,98.81,52,3525
12239,2023-05-04,36,10,602,402,133.95,24,9141
12243,2023-05-28,73,12,600,403,126.62,12,297
12247,2023-05-26,16,5,600,401,67.78,13,260
12248,2023-05-28,73,5,602,403,119.7,34,3241
12254,2023-05-27,65,8,600,400,104.79,10,212
12265,2023-05-06,20,9,600,402,104.37,20,167
12266,2023-05-27,15,9,600,401,104.43,5,296
12273,2023-05-27,82,12,600,403,150.3,19,207
12274,2023-05-09,95,9,603,403,55.62,29,9868
12280,2023-05-08,69,2,602,400,185.25,16,1422
12308,2023-05-09,35,12,600,401,153.36,18,290
12321,2023-05-18,1,6,600,402,126.31,7,279
12324,2023-05-11,56,10,600,402,117.42,23,263
12338,2023-05-17,36,12,602,400,163.2,31,5663
12340,2023-05-01,25,3,600,401,178.25,22,239
12343,2023-05-23,99,1,602,403,107.85,37,473
12348,2023-05-09,8,8,603,403,75.99,45,7035
12353,2023-05-18,8,12,602,401,139.21,27,6029
12380,2023-05-26,22,15,600,401,104.87,9,265
12383,2023-05-02,34,6,602,403,142.54,19,3223
12385,2023-05-22,86,7,600,403,78.43,9,298
12388,2023-05-16,100,4,600,400,138.4,22,167
12392,2023-05-17,74,13,604,401,178.88,32,1812
12396,2023-05-13,8,12,600,401,108.02,23,255
12398,2023-05-04,43,4,600,402,129.12,19,141
12403,2023-05-11,85,12,600,403,61.06,11,125
12408,2023-05-12,56,8,600,400,50.75,14,304
12414,2023-05-26,29,12,600,402,158.0,16,339
12424,2023-05-27,29,5,600,400,90.67,17,201
12427,2023-05-01,54,9,604,403,87.87,42,6276
12434,2023-05-09,90,15,603,402,132.25,15,4059
12451,2023-05-17,78,13,604,401,106.02,53,1205
12459,2023-05-29,59,14,602,402,144.09,44,8176
12468,2023-05-27,16,15,600,403,144.63,10,194
12472,2023-05-15,92,6,600,401,155.3,9,342
12473,2023-05-28,81,15,600,401,144.3,11,226
12485,2023-05-17,46,15,600,403,121.23,9,168
12487,2023-05-18,96,6,602,401,91.86,40,5500
12495,2023-05-04,53,9,603,400,113.92,45,6095
12497,2023-05-01,5,10,604,402,157.12,37,8800
12502,2023-05-19,44,12,600,403,175.71,9,283
12504,2023-05-17,52,13,604,401,60.35,18,4712
12510,2023-05-12,1,15,603,400,126.1,13,9581
12519,2023-05-07,36,7,600,402,130.83,21,292
12521,2023-05-23,21,13,602,403,83.41,14,1984
12524,2023-05-15,100,2,604,403,171.28,39,5457
12528,2023-05-05,56,12,603,402,80.3,29,4945
12532,2023-05-25,65,6,600,401,68.33,12,218
12544,2023-05-15,70,8,602,401,138.08,20,9273
12545,2023-05-15,56,1,600,400,52.04,18,128
12550,2023-05-16,35,8,600,403,94.75,23,339
12565,2023-05-22,42,14,602,403,186.18,16,900
12567,2023-05-04,4,2,602,400,181.13,18,5482
